681,29.5,264.5,-287
682,-29.5,323.5,-287
683,29.5,323.5,-287
684,-29.5,264.5,-229
685,29.5,264.5,-229
686,-29.5,323.5,-229
687,29.5,323.5,-229
688,-29.5,264.5,-171
689,29.5,264.5,-171
690,-29.5,323.5,-171
691,29.5,323.5,-171
692,-29.5,264.5,-113
693,29.5,264.5,-113
694,-29.5,323.5,-113
695,29.5,323.5,-113
696,-29.5,264.5,-55
697,29.5,264.5,-55
698,-29.5,323.5,-55
699,29.5,323.5,-55
700,-29.5,264.5,3
701,29.5,264.5,3
702,-29.5,323.5,3
703,29.5,323.5,3
704,-29.5,264.5,61
705,29.5,264.5,61
706,-29.5,323.5,61
707,29.5,323.5,61
708,-29.5,264.5,119
709,29.5,264.5,119
710,-29.5,323.5,119
711,29.5,323.5,119
712,-29.5,264.5,177
713,29.5,264.5,177
714,-29.5,323.5,177
715,29.5,323.5,177
716,-29.5,264.5,235
717,29.5,264.5,235
718,-29.5,323.5,235
719,29.5,323.5,235
720,-29.5,264.5,293
721,29.5,264.5,293
722,-29.5,323.5,293
723,29.5,323.5,293
724,-29.5,264.5,351
725,29.5,264.5,351
726,-29.5,323.5,351
727,29.5,323.5,351
728,117.5,264.5,-345
729,176.5,264.5,-345
730,117.5,323.5,-345
731,176.5,323.5,-345
732,117.5,264.5,-287
733,176.5,264.5,-287
734,117.5,323.5,-287
735,176.5,323.5,-287
736,117.5,264.5,-229
737,176.5,264.5,-229
738,117.5,323.5,-229
739,176.5,323.5,-229
740,117.5,264.5,-171
741,176.5,264.5,-171
742,117.5,323.5,-171
743,176.5,323.5,-171
744,117.5,264.5,-113
745,176.5,264.5,-113
746,117.5,323.5,-113
747,176.5,323.5,-113
748,117.5,264.5,-55
749,176.5,264.5,-55
750,117.5,323.5,-55
751,176.5,323.5,-55
752,117.5,264.5,3
753,176.5,264.5,3
754,117.5,323.5,3
755,176.5,323.5,3
756,117.5,264.5,61
757,176.5,264.5,61
758,117.5,323.5,61
759,176.5,323.5,61
760,117.5,264.5,119
761,176.5,264.5,119
762,117.5,323.5,119
763,176.5,323.5,119
764,117.5,264.5,177
765,176.5,264.5,177
766,117.5,323.5,177
767,176.5,323.5,177
768,117.5,264.5,235
769,176.5,264.5,235
770,117.5,323.5,235
771,176.5,323.5,235
772,117.5,264.5,293
773,176.5,264.5,293
774,117.5,323.5,293
775,176.5,323.5,293
776,117.5,264.5,351
777,176.5,264.5,351
778,117.5,323.5,351
779,176.5,323.5,351
780,-176.5,264.5,-345
781,-117.5,264.5,-345
782,-176.5,323.5,-345
783,-117.5,323.5,-345
784,-176.5,264.5,-287
785,-117.5,264.5,-287
786,-176.5,323.5,-287
787,-117.5,323.5,-287
788,-176.5,264.5,-229
789,-117.5,264.5,-229
790,-176.5,323.5,-229
791,-117.5,323.5,-229
792,-176.5,264.5,-171
793,-117.5,264.5,-171
794,-176.5,323.5,-171
795,-117.5,323.5,-171
796,-176.5,264.5,-113
797,-117.5,264.5,-113
798,-176.5,323.5,-113
799,-117.5,323.5,-113
800,-176.5,264.5,-55
801,-117.5,264.5,-55
802,-176.5,323.5,-55
803,-117.5,323.5,-55
804,-176.5,264.5,3
805,-117.5,264.5,3
806,-176.5,323.5,3
807,-117.5,323.5,3
808,-176.5,264.5,61
809,-117.5,264.5,61
810,-176.5,323.5,61
811,-117.5,323.5,61
812,-176.5,264.5,119
813,-117.5,264.5,119
814,-176.5,323.5,119
815,-117.5,323.5,119
816,-176.5,264.5,177
817,-117.5,264.5,177
818,-176.5,323.5,177
819,-117.5,323.5,177
820,-176.5,264.5,235
821,-117.5,264.5,235
822,-176.5,323.5,235
823,-117.5,323.5,235
824,-176.5,264.5,293
825,-117.5,264.5,293
826,-176.5,323.5,293
827,-117.5,323.5,293
828,-176.5,264.5,351
829,-117.5,264.5,351
830,-176.5,323.5,351
831,-117.5,323.5,351
832,-29.5,-323.5,-345
833,29.5,-323.5,-345
834,-29.5,-264.5,-345
835,29.5,-264.5,-345
836,-29.5,-323.5,-287
837,29.5,-323.5,-287
838,-29.5,-264.5,-287
839,29.5,-264.5,-287
840,-29.5,-323.5,-229
841,29.5,-323.5,-229
842,-29.5,-264.5,-229
843,29.5,-264.5,-229
844,-29.5,-323.5,-171
845,29.5,-323.5,-171
846,-29.5,-264.5,-171
847,29.5,-264.5,-171
848,-29.5,-323.5,-113
849,29.5,-323.5,-113
850,-29.5,-264.5,-113
851,29.5,-264.5,-113
852,-29.5,-323.5,-55
853,29.5,-323.5,-55
854,-29.5,-264.5,-55
855,29.5,-264.5,-55
856,-29.5,-323.5,3
857,29.5,-323.5,3
858,-29.5,-264.5,3
859,29.5,-264.5,3
860,-29.5,-323.5,61
861,29.5,-323.5,61
862,-29.5,-264.5,61
863,29.5,-264.5,61
864,-29.5,-323.5,119
865,29.5,-323.5,119
866,-29.5,-264.5,119
867,29.5,-264.5,119
868,-29.5,-323.5,177
869,29.5,-323.5,177
870,-29.5,-264.5,177
871,29.5,-264.5,177
872,-29.5,-323.5,235
873,29.5,-323.5,235
874,-29.5,-264.5,235
875,29.5,-264.5,235
876,-29.5,-323.5,293
877,29.5,-323.5,293
878,-29.5,-264.5,293
879,29.5,-264.5,293
880,-29.5,-323.5,351
881,29.5,-323.5,351
882,-29.5,-264.5,351
883,29.5,-264.5,351
884,117.5,-323.5,-345
885,176.5,-323.5,-345
886,117.5,-264.5,-345
887,176.5,-264.5,-345
888,117.5,-323.5,-287
889,176.5,-323.5,-287
890,117.5,-264.5,-287
891,176.5,-264.5,-287
892,117.5,-323.5,-229
893,176.5,-323.5,-229
